,Index,Check,filename,Text,Presence confirm
144,144,True,,,No
145,145,False,,,No
146,146,True,,,No
147,147,True,,,No
148,148,True,com_148,California residents: do not sell my info,Yes
149,149,True,,,No
150,150,True,theblaze_150,Do not sell or share my personal information,Yes
151,151,True,,,No
152,152,True,com_152,Do not sell my personal information,Yes
153,153,True,,,No
154,154,False,,,No
155,155,True,,,No
156,156,True,,,No
157,157,True,,,No
158,158,True,huffpost_158,Do not sell or share my personal information,Yes
159,159,True,,,No
160,160,True,politico_160,Do not sell my personal information,Yes
161,161,True,,,No
162,162,True,,,No
163,163,True,go_163,Do not sell or share my personal information,Yes
164,164,True,dailykos_164,Do not sell my personal information,Yes
165,165,True,,,No
166,166,True,com_166,Do not sell my personal information,Yes
167,167,True,theatlantic_167,Do not sell or share my personal information,Yes
168,168,True,,,No
169,169,True,nbcnews_169,Do not sell my personal information,Yes
170,170,True,,,No
171,171,True,,,No
172,172,True,,,No
173,173,True,,,No
174,174,True,,,No
175,175,True,,,No
176,176,True,org_176,Do not sell or share my personal information,Yes
177,177,True,,,No
178,178,True,dailymail_178,Do not sell or share my personal information,Yes
179,179,True,com_179,Do not sell or share my personal information,Yes
180,180,True,nydailynews_180,Do not sell or share my personal information,Yes
181,181,True,,,No
182,182,True,,,No
183,183,True,,,No
184,184,True,latimes_184,Do not sell or share my personal information,Yes
185,185,True,,,No
186,186,True,kickstarter_186,Do not sell my personal information,Yes
187,187,True,,,No
188,188,True,,,No
189,189,True,,,No
190,190,True,,,No
191,191,True,,,No
192,192,True,,,No
193,193,True,,,No
194,194,True,,,No
195,195,True,,,No
196,196,False,,,No
197,197,True,,,No
198,198,True,hillspet_198,Do not sell my personal information,Yes
199,199,True,,,No
200,200,True,,,No
201,201,False,,,No
202,202,True,,,No
203,203,True,,,No
204,204,True,,,No
205,205,True,petfinder_205,Do not sell or share my personal information,Yes
206,206,True,,,No
207,207,True,,,No
208,208,False,,,No
209,209,True,,,No
210,210,True,,,No
211,211,True,,,No
212,212,True,,,No
213,213,True,,,No
214,214,True,backyardchickens_214,Do not sell or share my personal information,Yes
215,215,True,dogster_215,Do not sell my personal information,Yes
216,216,True,,,No
217,217,True,com_217,Do not sell or share my personal information,Yes
218,218,True,thedodo_218,Do not sell or share my personal information,Yes
219,219,True,,,No
220,220,True,,,No
221,221,True,,,No
222,222,True,,,No
223,223,True,,,No
224,224,True,scribd_224,Do not sell or share my personal information,Yes
225,225,False,,,No
226,226,True,,,No
227,227,True,,,No
228,228,False,,,No
229,229,True,,,No
230,230,True,springer_230,Do not sell my personal information,No
231,231,True,,,No
232,232,True,,,No
233,233,True,chegg_233,Do not sell my personal information,Yes
234,234,True,,,No
235,235,True,scholastic_235,Do not sell my personal information,Yes
236,236,False,,,No
237,237,True,,,No
238,238,True,publishersweekly_238,Do not sell my personal information,Yes
239,239,True,,,No
240,240,True,,,No
241,241,True,,,No
242,242,True,,,No
243,243,True,,,No
244,244,True,,,No
245,245,False,,,No
246,246,True,,,No
247,247,True,,,No
248,248,True,,,No
249,249,True,,,No
250,250,True,,,No
251,251,True,,,No
252,252,True,kobo_252,Do not sell or share my personal information,Yes
253,253,True,com_253,,No
254,254,True,,,No
255,255,True,com_255,Do not sell my personal information,Yes
256,256,True,,,No
257,257,True,,,No
258,258,True,oreilly_258,Do not sell my personal information,Yes
259,259,False,,,No
260,260,True,,,No
261,261,True,cengage_261,Do not sell my personal information,Yes
262,262,True,,,No
263,263,True,,,No
264,264,True,,,No
265,265,True,,,No
266,266,False,,,No
267,267,True,,,No
268,268,True,,,No
269,269,True,yellowpages_269,Do not sell my personal information,Yes
270,270,True,,,No
271,271,True,,,No
272,272,True,,,No
273,273,True,,,No
274,274,True,angi_274,Do not sell my personal information,Yes
275,275,True,homeadvisor_275,Do not sell my personal information,Yes
276,276,True,superpages_276,Do not sell my personal information,Yes
277,277,True,thumbtack_277,Do not sell or share my personal information,No
278,278,True,,,No
279,279,True,,,No
280,280,False,,,No
281,281,True,,,No
282,282,True,,,No
283,283,True,,,No
284,284,True,,,No
285,285,True,,,No
286,286,True,,,No
287,287,True,,,No
288,288,True,,,No
289,289,True,boattrader_289,Do not sell my personal information,Yes
290,290,True,,,No
291,291,True,,,No
292,292,True,,,No
293,293,True,com_293,Do not sell my personal information,Yes
294,294,True,groupon_294,Do not sell or share my personal information,Yes
295,295,True,net_295,Do not sell my personal information,Yes
296,296,True,retailmenot_296,Do not sell my personal information,Yes
297,297,True,,,No
298,298,True,,,No
299,299,True,rakuten_299,,No
300,300,True,zulily_300,Do not sell or share my personal information,Yes
301,301,True,com_301,Do not sell my personal information,Yes
302,302,True,us_302,Do not sell or share my personal information,Yes
303,303,True,offers_303,Do not sell my personal information,Yes
304,304,True,,,No
305,305,True,,,No
306,306,True,,,No
307,307,True,,,No
308,308,True,,,No
309,309,True,,,No
310,310,True,livingsocial_310,Do not sell or share my personal information,Yes
311,311,True,net_311,Do not sell my personal information,Yes
312,312,True,bizrate_312,Do not sell my personal information,Yes
313,313,True,,,No
314,314,True,,,No
315,315,True,,,No
316,316,True,rakuten_316,Do not sell or share my personal information,Yes
317,317,True,,,No
318,318,True,,,No
319,319,True,mysimon_319,Do not sell my personal information,Yes
320,320,True,,,No
321,321,True,shop_321,Do not sell my personal information,Yes
322,322,True,,,No
323,323,True,,,No
324,324,False,,,No
325,325,True,com_325,Do not sell my personal information,Yes
326,326,True,,,No
327,327,True,,,No
328,328,True,,,No
329,329,True,,,No
330,330,True,,,No
331,331,True,,,No
332,332,True,,,No
333,333,True,,,No
334,334,True,dollardays_334,Do not sell my personal information,Yes
335,335,True,,,No
336,336,True,,,No
337,337,False,,,No
338,338,True,,,No
339,339,True,,,No
340,340,True,,,No
341,341,True,,,No
342,342,True,,,No
343,343,True,,,No
344,344,True,,,No
345,345,True,,,No
346,346,True,,,No
347,347,True,netflix_347,Do not sell or share my personal information,Yes
348,348,True,,,No
349,349,True,,,No
350,350,False,,,No
351,351,True,bestbuy_351,Do not sell or share my personal information,Yes
352,352,True,,,No
353,353,True,homedepot_353,Do not sell or share my personal information,Yes
354,354,True,,,No
355,355,True,,,No
356,356,True,groupon_356,Do not sell or share my personal information,Yes
357,357,True,macys_357,Do not sell or share my personal information,Yes
358,358,True,net_358,Do not sell my personal information,Yes
359,359,True,,,No
360,360,True,,,No
361,361,True,,,No
362,362,True,,,No
363,363,True,,,No
364,364,True,kohls_364,Do not sell or share my personal information,Yes
365,365,True,jcpenney_365,Do not sell my personal information,Yes
366,366,True,sears_366,Do not sell or share my personal information,No
367,367,True,,,No
368,368,True,cabelas_368,Do not sell or share my personal information,Yes
369,369,True,,,No
370,370,True,,,No
371,371,True,,,No
372,372,True,bloomingdales_372,Do not sell or share my personal information,Yes
373,373,True,neimanmarcus_373,Do not sell my personal information,Yes
374,374,True,,,No
375,375,True,biglots_375,Do not sell my personal information,Yes
376,376,True,,,No
377,377,True,belk_377,Do not sell or share my personal information,Yes
378,378,False,,,No
379,379,True,,,No
380,380,True,horoscope_380,Do not sell my personal information,Yes
381,381,True,space_381,Do not sell my personal information,Yes
382,382,True,astrology_382,Do not sell my personal information,Yes
383,383,True,,,No
384,384,True,,,No
385,385,True,,,No
386,386,True,,,No
387,387,True,tarot_387,Do not sell my personal information,Yes
388,388,True,,,No
389,389,True,,,No
390,390,True,,,No
391,391,False,,,No
392,392,True,,,No
393,393,True,,,No
394,394,True,,,No
395,395,False,,,No
396,396,True,org_396,Do not sell or share my personal information,Yes
397,397,True,,,No
398,398,True,,,No
399,399,True,,,No
400,400,True,nature_400,Do not sell my personal information,No
401,401,True,,,No
402,402,True,biomedcentral_402,Do not sell my personal information,Yes
403,403,True,innerbody_403,Do not sell my personal information,Yes
404,404,False,,,No
405,405,True,,,No
406,406,True,,,No
407,407,False,,,No
408,408,True,,,No
409,409,True,,,No
410,410,True,,,No
411,411,True,,,No
412,412,True,,,No
413,413,True,,,No
414,414,False,,,No
415,415,True,,,No
416,416,True,,,No
417,417,True,,,No
418,418,True,,,No
419,419,True,,,No
420,420,True,webqc_420,Do not sell my personal information,Yes
421,421,True,webqc_421,Do not sell my personal information,Yes
422,422,True,,,No
423,423,True,,,No
424,424,True,,,No
425,425,True,livescience_425,Do not sell my personal information,Yes
426,426,True,nature_426,Do not sell my personal information,No
427,427,True,,,No
428,428,True,treehugger_428,Do not sell my personal information,Yes
429,429,True,,,No
430,430,True,,,No
431,431,True,,,No
432,432,True,,,No
433,433,True,,,No
434,434,True,,,No
435,435,True,,,No
436,436,True,,,No
437,437,True,,,No
438,438,True,,,No
439,439,False,,,No
440,440,True,,,No
441,441,True,,,No
442,442,True,,,No
443,443,True,,,No
444,444,True,howstuffworks_444,Do not sell my personal information,No
445,445,False,,,No
446,446,True,space_446,Do not sell my personal information,Yes
447,447,True,,,No
448,448,True,,,No
449,449,True,,,No
450,450,True,,,No
451,451,True,,,No
452,452,True,,,No
453,453,False,,,No
454,454,True,d2l_454,Do not sell my personal information,Yes
455,455,False,,,No
456,456,True,,,No
457,457,True,,,No
458,458,True,,,No
459,459,True,,,No
460,460,True,,,No
461,461,True,,,No
462,462,True,,,No
463,463,True,,,No
464,464,True,,,No
465,465,True,,,No
466,466,True,,,No
467,467,True,,,No
468,468,True,,,No
469,469,True,,,No
470,470,True,,,No
471,471,True,,,No
472,472,True,,,No
473,473,True,,,No
474,474,True,,,No
475,475,True,,,No
476,476,True,,,No
477,477,True,,,No
478,478,True,nba_478,Do not sell my personal information,No
479,479,True,,,No
480,480,True,,,No
481,481,True,com_481,Do not sell or share my personal information,Yes
482,482,True,com_482,Do not sell or share my personal information,Yes
483,483,True,,,No
484,484,True,,,No
485,485,True,,,No
486,486,True,,,No
487,487,True,nbcsports_487,Do not sell my personal information,Yes
488,488,True,,,No
489,489,True,,,No
490,490,True,nflshop_490,Do not sell or share my personal information,Yes
491,491,True,,,No
492,492,True,,,No
493,493,True,active_493,Do not sell my personal information,Yes
494,494,True,,,No
495,495,True,,,No
496,496,False,,,No
497,497,True,,,No
498,498,True,mapmyrun_498,Do not sell my personal information,Yes
499,499,True,espn_499,Do not sell or share my personal information,Yes
500,500,True,,,No
501,501,True,,,No
502,502,True,,,No
503,503,True,mlb_503,Do not sell or share my personal information,No
504,504,True,,,No
505,505,False,,,No
506,506,False,,,No
507,507,True,sbnation_507,Do not sell or share my personal information,Yes
508,508,True,cloudflare_508,Do not sell or share my personal information,No
509,509,True,,,No
510,510,True,,,No
511,511,True,,,No
512,512,True,,,No
513,513,True,,,No
514,514,True,,,No
515,515,True,,,No
516,516,True,,,No
517,517,True,,,No
518,518,True,,,No
519,519,True,,,No
520,520,True,,,No
521,521,True,,,No
522,522,True,,,No
523,523,True,,,No
524,524,True,,,No
525,525,True,,,No
526,526,True,,,No
527,527,True,,,No
528,528,True,,,No
529,529,True,,,No
530,530,True,,,No
531,531,True,,,No
532,532,True,,,No
533,533,True,,,No
534,534,True,,,No
535,535,True,,,No
536,536,True,,,No
537,537,True,southwest_537,Do not sell or share my personal information,Yes
538,538,True,,,No
539,539,True,,,No
540,540,True,,,No
541,541,True,,,No
542,542,True,jetblue_542,Do not sell my personal information,Yes
543,543,True,,,No
544,544,True,,,No
545,545,True,,,No
546,546,True,,,No
547,547,False,,,No
548,548,False,,,No
549,549,True,,,No
550,550,True,lufthansa_550,Do not sell my personal information,Yes
551,551,True,,,No
552,552,True,kayak_552,Do not sell or share my personal information,Yes
553,553,True,,,No
554,554,True,lonelyplanet_554,Do not sell or share my personal information,No
555,555,True,skyscanner_555,Do not sell my personal information,Yes
556,556,True,hotwire_556,Do not sell my personal information,Yes
557,557,True,,,No
558,558,True,,,No
559,559,True,,,No
560,560,True,,,No
561,561,True,,,No
562,562,True,,,No
563,563,True,,,No
564,564,True,airfarewatchdog_564,,No
565,565,True,,,No
566,566,True,,,No
567,567,False,,,No
568,568,True,,,No
569,569,True,,,No
570,570,True,,,No
571,571,True,hilton_571,Do not sell my personal information,Yes
572,572,True,ihg_572,Do not sell or share my personal information,Yes
573,573,True,,,No
574,574,True,,,No
575,575,True,,,No
576,576,True,choicehotels_576,Do not sell my personal information,Yes
577,577,True,,,No
578,578,True,trivago_578,Do not sell my personal information,No
579,579,True,thrillist_579,Do not sell or share my personal information,Yes
580,580,True,timeout_580,Do not sell my personal information,Yes
581,581,True,,,No
582,582,True,travelandleisure_582,Do not sell my personal information,Yes
583,583,True,travelchannel_583,Do not sell or share my personal information,No
584,584,True,,,No
585,585,True,saveur_585,Do not sell my personal information,No
586,586,True,,,No
587,587,True,,,No
588,588,True,,,No
589,589,True,,,No
590,590,True,,,No
591,591,True,southernliving_591,Do not sell my personal information,Yes
592,592,True,,,No
593,593,True,bestbuy_593,Do not sell or share my personal information,Yes
594,594,True,lg_594,Do not sell or share my personal information,Yes
595,595,True,,,No
596,596,True,panasonic_596,Do not sell my personal information,Yes
597,597,True,samsung_597,Do not sell or share my personal information,Yes
598,598,True,keurig_598,Do not sell or share my personal information,Yes
599,599,True,geappliances_599,Do not sell or share my personal information,Yes
600,600,True,,,No
601,601,False,,,No
602,602,True,whirlpool_602,Do not sell or share my personal information,Yes
603,603,True,abt_603,Do not sell my personal information,Yes
604,604,True,,,No
605,605,True,,,No
606,606,True,,,No
607,607,True,,,No
608,608,True,,,No
609,609,True,,,No
610,610,True,tomshardware_610,Do not sell my personal information,No
611,611,True,,,No
612,612,False,,,No
613,613,False,,,No
614,614,True,,,No
615,615,True,,,No
616,616,True,,,No
617,617,True,,,No
618,618,True,,,No
619,619,True,,,No
620,620,True,,,No
621,621,True,,,No
622,622,True,microcenter_622,Do not sell my personal information,Yes
623,623,True,,,No
624,624,True,,,No
625,625,True,,,No
626,626,False,,,No
627,627,True,1ink_627,Do not sell my personal information,No
628,628,True,avg_628,Do not sell my personal information,Yes
629,629,True,norton_629,Do not sell or share my personal information,Yes
630,630,True,,,No
631,631,True,avast_631,Do not sell my personal information,Yes
632,632,True,com_632,,No
633,633,True,,,No
634,634,True,,,No
635,635,True,eset_635,Do not sell or share my personal information,Yes
636,636,True,avira_636,Do not sell or share my personal information,Yes
637,637,True,,,No
638,638,True,,,No
639,639,True,,,No
640,640,True,,,No
641,641,True,,,No
642,642,True,,,No
643,643,True,,,No
644,644,True,,,No
645,645,True,,,No
646,646,True,,,No
647,647,True,adobe_647,Do not sell or share my personal information,Yes
648,648,False,,,No
649,649,True,,,No
650,650,True,,,No
651,651,True,,,No
652,652,True,,,No
653,653,True,,,No
654,654,True,,,No
655,655,True,,,No
656,656,True,oracle_656,Do not sell my personal information,Yes
657,657,True,,,No
658,658,True,,,No
659,659,True,,,No
660,660,True,,,No
661,661,True,,,No
662,662,True,,,No
663,663,True,,,No
664,664,True,cnet_664,Do not sell or share my personal information,Yes
665,665,True,tomshardware_665,Do not sell my personal information,No
666,666,True,theverge_666,Do not sell or share my personal information,Yes
667,667,True,,,No
668,668,True,pcmag_668,Do not sell my personal information,No
669,669,False,,,No
670,670,True,digitaltrends_670,Do not sell or share my personal information,Yes
671,671,True,imore_671,Do not sell my personal information,Yes
672,672,True,,,No
673,673,False,,,No
674,674,False,,,No
675,675,False,,,No
676,676,False,,,No
677,677,False,,,No
678,678,False,,,No
679,679,False,,,No
680,680,False,,,No
681,681,False,,,No
682,682,False,,,No
683,683,False,,,No
684,684,False,,,No
685,685,False,,,No
686,686,False,,,No
687,687,False,,,No
688,688,False,,,No
689,689,False,,,No
690,690,False,,,No
691,691,False,,,No
692,692,False,,,No
693,693,False,,,No
694,694,False,,,No
695,695,False,,,No
696,696,False,,,No
697,697,False,,,No
698,698,False,,,No
699,699,False,,,No
700,700,False,,,No
701,701,False,,,No
702,702,False,,,No
703,703,False,,,No
704,704,False,,,No
705,705,False,,,No
706,706,False,,,No
707,707,False,,,No
708,708,False,,,No
709,709,False,,,No
710,710,False,,,No
711,711,False,,,No
712,712,False,,,No
713,713,False,,,No
714,714,False,,,No
715,715,False,,,No
716,716,False,,,No
717,717,False,,,No
718,718,False,,,No
719,719,False,,,No
720,720,False,,,No
721,721,False,,,No
722,722,False,,,No
723,723,False,,,No
724,724,False,,,No
725,725,False,,,No
726,726,False,,,No
727,727,False,,,No
728,728,False,,,No
729,729,False,,,No
730,730,False,,,No
731,731,False,,,No
732,732,False,,,No
733,733,False,,,No
734,734,False,,,No
735,735,False,,,No
736,736,False,,,No
737,737,False,,,No
738,738,False,,,No
739,739,False,,,No
740,740,False,,,No
741,741,False,,,No
742,742,False,,,No
743,743,False,,,No
744,744,False,,,No
745,745,False,,,No
746,746,False,,,No
747,747,False,,,No
748,748,False,,,No
749,749,False,,,No
750,750,False,,,No
751,751,False,,,No
752,752,False,,,No
753,753,False,,,No
754,754,False,,,No
755,755,False,,,No
756,756,False,,,No
757,757,False,,,No
758,758,False,,,No
759,759,False,,,No
760,760,False,,,No
761,761,False,,,No
762,762,False,,,No
763,763,False,,,No
764,764,False,,,No
765,765,False,,,No
766,766,False,,,No
767,767,False,,,No
768,768,False,,,No
769,769,False,,,No
770,770,False,,,No
771,771,False,,,No
772,772,False,,,No
773,773,False,,,No
774,774,False,,,No
775,775,False,,,No
776,776,False,,,No
777,777,False,,,No
778,778,False,,,No
779,779,False,,,No
780,780,False,,,No
781,781,False,,,No
782,782,False,,,No
783,783,False,,,No
784,784,False,,,No
785,785,False,,,No
786,786,False,,,No
787,787,False,,,No
788,788,False,,,No
789,789,False,,,No
790,790,False,,,No
791,791,False,,,No
792,792,False,,,No
793,793,False,,,No
794,794,False,,,No
795,795,False,,,No
796,796,False,,,No
797,797,False,,,No
798,798,False,,,No
799,799,False,,,No
800,800,False,,,No
801,801,False,,,No
802,802,False,,,No
803,803,False,,,No
804,804,False,,,No
805,805,False,,,No
806,806,False,,,No
807,807,False,,,No
808,808,False,,,No
809,809,False,,,No
810,810,False,,,No
811,811,False,,,No
812,812,False,,,No
813,813,False,,,No
814,814,False,,,No
815,815,False,,,No
816,816,False,,,No
817,817,False,,,No
818,818,False,,,No
819,819,False,,,No
820,820,False,,,No
821,821,False,,,No
822,822,False,,,No
823,823,False,,,No
824,824,False,,,No
825,825,False,,,No
826,826,False,,,No
827,827,False,,,No
828,828,False,,,No
829,829,False,,,No
830,830,False,,,No
831,831,False,,,No
832,832,False,,,No
833,833,False,,,No
834,834,False,,,No
835,835,False,,,No
836,836,False,,,No
837,837,False,,,No
838,838,False,,,No
839,839,False,,,No
840,840,False,,,No
841,841,False,,,No
842,842,False,,,No
843,843,False,,,No
844,844,False,,,No
845,845,False,,,No
846,846,False,,,No
847,847,False,,,No
848,848,False,,,No
849,849,False,,,No
850,850,False,,,No
851,851,False,,,No
852,852,False,,,No
853,853,False,,,No
854,854,False,,,No
855,855,False,,,No
856,856,False,,,No
857,857,False,,,No
858,858,False,,,No
859,859,False,,,No
860,860,False,,,No
861,861,False,,,No
862,862,False,,,No
863,863,False,,,No
864,864,False,,,No
865,865,False,,,No
866,866,False,,,No
867,867,False,,,No
868,868,False,,,No
869,869,False,,,No
870,870,False,,,No
871,871,False,,,No
872,872,False,,,No
873,873,False,,,No
874,874,False,,,No
875,875,False,,,No
876,876,False,,,No
877,877,False,,,No
878,878,False,,,No
879,879,False,,,No
880,880,False,,,No
881,881,False,,,No
882,882,False,,,No
883,883,False,,,No
884,884,False,,,No
885,885,False,,,No
886,886,False,,,No
887,887,False,,,No
888,888,False,,,No
889,889,False,,,No
890,890,False,,,No
891,891,False,,,No
892,892,False,,,No
893,893,False,,,No
894,894,False,,,No
895,895,False,,,No
896,896,False,,,No
897,897,False,,,No
898,898,False,,,No
899,899,False,,,No
900,900,False,,,No
901,901,False,,,No
902,902,False,,,No
903,903,False,,,No
904,904,False,,,No
905,905,False,,,No
906,906,False,,,No
907,907,False,,,No
908,908,False,,,No
909,909,False,,,No
910,910,False,,,No
911,911,False,,,No
912,912,False,,,No
913,913,False,,,No
914,914,False,,,No
915,915,False,,,No
916,916,False,,,No
917,917,False,,,No
918,918,False,,,No
919,919,False,,,No
920,920,False,,,No
921,921,False,,,No
922,922,False,,,No
923,923,False,,,No
924,924,False,,,No
925,925,False,,,No
926,926,False,,,No
927,927,False,,,No
928,928,False,,,No
929,929,False,,,No
930,930,False,,,No
931,931,False,,,No
932,932,False,,,No
933,933,False,,,No
934,934,False,,,No
935,935,False,,,No
936,936,False,,,No
937,937,False,,,No
938,938,False,,,No
939,939,False,,,No
940,940,False,,,No
941,941,False,,,No
942,942,False,,,No
943,943,False,,,No
944,944,False,,,No
945,945,False,,,No
946,946,False,,,No
947,947,False,,,No
948,948,False,,,No
949,949,False,,,No
950,950,False,,,No
951,951,False,,,No
952,952,False,,,No
953,953,False,,,No
954,954,False,,,No
955,955,False,,,No
956,956,False,,,No
957,957,False,,,No
958,958,False,,,No
959,959,False,,,No
960,960,False,,,No
961,961,False,,,No
962,962,False,,,No
963,963,False,,,No
964,964,False,,,No
965,965,False,,,No
966,966,False,,,No
967,967,False,,,No
968,968,False,,,No
969,969,False,,,No
970,970,False,,,No
971,971,False,,,No
972,972,False,,,No
973,973,False,,,No
974,974,False,,,No
975,975,False,,,No
976,976,False,,,No
977,977,False,,,No
978,978,False,,,No
979,979,False,,,No
980,980,False,,,No
981,981,False,,,No
982,982,False,,,No
983,983,False,,,No
984,984,False,,,No
985,985,False,,,No
986,986,False,,,No
987,987,False,,,No
988,988,False,,,No
989,989,False,,,No
990,990,False,,,No
991,991,False,,,No
992,992,False,,,No
993,993,False,,,No
994,994,False,,,No
995,995,False,,,No
996,996,False,,,No
997,997,False,,,No
998,998,False,,,No
999,999,False,,,No
1000,1000,False,,,No
1001,1001,False,,,No
1002,1002,False,,,No
1003,1003,False,,,No
1004,1004,False,,,No
1005,1005,False,,,No
1006,1006,False,,,No
1007,1007,False,,,No
1008,1008,False,,,No
1009,1009,False,,,No
1010,1010,False,,,No
1011,1011,False,,,No
1012,1012,False,,,No
1013,1013,False,,,No
1014,1014,False,,,No
1015,1015,False,,,No
1016,1016,False,,,No
1017,1017,False,,,No
1018,1018,False,,,No
1019,1019,False,,,No
1020,1020,False,,,No
1021,1021,False,,,No
1022,1022,False,,,No
1023,1023,False,,,No
1024,1024,False,,,No
1025,1025,False,,,No
1026,1026,False,,,No
1027,1027,False,,,No
1028,1028,False,,,No
1029,1029,False,,,No
1030,1030,False,,,No
1031,1031,False,,,No
1032,1032,False,,,No
1033,1033,False,,,No
1034,1034,False,,,No
1035,1035,False,,,No
1036,1036,False,,,No
1037,1037,False,,,No
1038,1038,False,,,No
1039,1039,False,,,No
1040,1040,False,,,No
1041,1041,False,,,No
1042,1042,False,,,No
1043,1043,False,,,No
1044,1044,False,,,No
1045,1045,False,,,No
1046,1046,False,,,No
1047,1047,False,,,No
1048,1048,False,,,No
1049,1049,False,,,No
1050,1050,False,,,No
1051,1051,False,,,No
1052,1052,False,,,No
1053,1053,False,,,No
1054,1054,False,,,No
1055,1055,False,,,No
1056,1056,False,,,No
1057,1057,False,,,No
1058,1058,False,,,No
1059,1059,False,,,No
