,Index,Text,Dates
280,361,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
281,362,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
282,363,No,['2023-01-05']
283,364,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
284,365,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
285,366,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
286,367,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
287,369,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
288,371,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
289,372,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
290,373,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
291,375,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
292,377,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
293,378,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
294,379,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
295,380,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
296,381,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
297,382,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
298,383,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
299,384,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
300,385,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
301,386,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
302,388,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
303,389,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
304,390,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
305,392,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
306,393,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
307,394,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
308,395,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
309,397,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
310,398,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
311,399,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
312,400,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
313,401,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
314,402,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
315,403,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
316,404,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
317,405,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
318,406,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
319,407,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
320,408,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
321,409,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
322,410,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
323,411,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
324,412,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
325,413,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
326,414,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
327,415,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
328,416,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
329,417,No,"['2023-01-05', '2023-01-13', '2023-01-30']"
330,418,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
331,420,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
332,421,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
333,422,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
