,Index,Text,Dates
414,540,No,"['2023-03-05', '2023-03-30']"
415,541,No,"['2023-03-05', '2023-03-30']"
416,542,Do not sell,"['2023-03-05', '2023-03-30']"
417,543,No,"['2023-03-05', '2023-03-30']"
418,545,No,"['2023-03-05', '2023-03-30']"
419,546,No,"['2023-03-05', '2023-03-30']"
420,547,No,"['2023-03-05', '2023-03-30']"
421,548,No,"['2023-03-05', '2023-03-30']"
422,549,No,"['2023-03-05', '2023-03-30']"
423,550,Do not sell,"['2023-03-05', '2023-03-30']"
424,551,Do not sell,"['2023-03-05', '2023-03-30']"
425,553,No,"['2023-03-05', '2023-03-30']"
426,554,No,['2023-03-30']
427,555,Do not sell,"['2023-03-05', '2023-03-30']"
428,556,Do not sell,"['2023-03-05', '2023-03-30']"
429,558,No,"['2023-03-05', '2023-03-30']"
430,560,No,"['2023-03-05', '2023-03-30']"
431,561,No,"['2023-03-05', '2023-03-30']"
432,562,No,"['2023-03-05', '2023-03-30']"
433,563,No,"['2023-03-05', '2023-03-30']"
434,564,Ambiguous,"['2023-03-05', '2023-03-30']"
435,565,No,"['2023-03-05', '2023-03-30']"
436,567,No,"['2023-03-05', '2023-03-30']"
