,Index,Text,Dates
492,513,No,"['2023-02-16', '2023-02-21']"
493,514,No,"['2023-02-16', '2023-02-21']"
494,515,No,"['2023-02-16', '2023-02-21']"
495,516,No,"['2023-02-16', '2023-02-21']"
496,517,No,"['2023-02-16', '2023-02-21']"
497,518,No,"['2023-02-16', '2023-02-21']"
498,519,No,"['2023-02-16', '2023-02-21']"
499,520,No,"['2023-02-16', '2023-02-21']"
500,521,No,"['2023-02-16', '2023-02-21']"
501,522,No,"['2023-02-16', '2023-02-21']"
502,523,No,"['2023-02-16', '2023-02-21']"
503,524,No,"['2023-02-16', '2023-02-21']"
504,525,No,"['2023-02-16', '2023-02-21']"
505,526,No,"['2023-02-16', '2023-02-21']"
506,527,No,"['2023-02-16', '2023-02-21']"
507,528,No,"['2023-02-16', '2023-02-21']"
508,529,No,"['2023-02-16', '2023-02-21']"
509,530,No,"['2023-02-16', '2023-02-21']"
510,531,No,"['2023-02-16', '2023-02-21']"
511,532,No,"['2023-02-16', '2023-02-21']"
512,533,No,"['2023-02-16', '2023-02-21']"
513,534,No,"['2023-02-16', '2023-02-21']"
514,535,No,"['2023-02-16', '2023-02-21']"
515,536,No,"['2023-02-16', '2023-02-21']"
516,537,Do not sell or share,"['2023-02-16', '2023-02-21']"
517,538,No,"['2023-02-16', '2023-02-21']"
518,539,No,"['2023-02-16', '2023-02-21']"
519,540,No,"['2023-02-16', '2023-02-21']"
520,541,No,"['2023-02-16', '2023-02-21']"
521,542,Do not sell,"['2023-02-16', '2023-02-21']"
522,543,No,"['2023-02-16', '2023-02-21']"
523,544,No,"['2023-02-16', '2023-02-21']"
524,545,No,"['2023-02-16', '2023-02-21']"
525,546,No,"['2023-02-16', '2023-02-21']"
526,547,No,['2023-02-21']
527,548,No,['2023-02-21']
528,549,No,"['2023-02-16', '2023-02-21']"
529,550,Do not sell,"['2023-02-16', '2023-02-21']"
530,551,No,"['2023-02-16', '2023-02-21']"
531,552,Do not sell or share,"['2023-02-16', '2023-02-21']"
532,553,No,"['2023-02-16', '2023-02-21']"
533,555,Do not sell,"['2023-02-16', '2023-02-21']"
534,556,Do not sell,"['2023-02-16', '2023-02-21']"
535,557,No,"['2023-02-16', '2023-02-21']"
536,558,No,"['2023-02-16', '2023-02-21']"
537,559,No,"['2023-02-16', '2023-02-21']"
538,560,No,"['2023-02-16', '2023-02-21']"
539,561,No,"['2023-02-16', '2023-02-21']"
540,562,No,"['2023-02-16', '2023-02-21']"
541,563,No,"['2023-02-16', '2023-02-21']"
542,564,Ambiguous,"['2023-02-16', '2023-02-21']"
543,565,No,"['2023-02-16', '2023-02-21']"
544,566,No,"['2023-02-16', '2023-02-21']"
545,567,No,['2023-02-21']
546,568,No,"['2023-02-16', '2023-02-21']"
